class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3065 could be null and is dereferenced at line 3069",HIGH,3069,"void EclipseNullReferenceTestCases$Report115$X.foo()","java.npe.EclipseNullReferenceTestCases$Report115$X.foo():void.afcc9ccccb19f6569c2dd36d4ee6b9b5",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3060,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report115$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report115$X.foo():void.afcc9ccccb19f6569c2dd36d4ee6b9b5""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3061,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3063,""column_number"":-1,""description"":""Skipping println(): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3064,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3065,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3066,""column_number"":-1,""description"":""exception java.lang.Exception"",""node_tags"":[{""tag"":""name"",""value"":""java.lang.Exception""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3068,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3069,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","554263836","<qualifier_tags><bucket>B1</bucket><line>3069</line><assigned_line>3065</assigned_line><value>o</value></qualifier_tags>","1057783181","90","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3109 could be null and is dereferenced at line 3113",HIGH,3113,"void EclipseNullReferenceTestCases$Report116$X.foo()","java.npe.EclipseNullReferenceTestCases$Report116$X.foo():void.af98373ca398a177f49f2c5a00a4f976",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3102,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report116$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report116$X.foo():void.af98373ca398a177f49f2c5a00a4f976""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3103,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3105,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3106,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3109,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3110,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3117,""column_number"":-1,""description"":""start of procedure EclipseNullReferenceTestCases$Report116$X$LocalException(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report116$X$LocalException.<init>(EclipseNullReferenceTestCases$Report116$X)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report116$X$LocalException.<init>(java.npe.EclipseNullReferen.dce8ae0326275677907abdec9db3cbda""}]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3117,""column_number"":-1,""description"":""return from a call to EclipseNullReferenceTestCases$Report116$X$LocalException.<init>(EclipseNullReferenceTestCases$Report116$X)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report116$X$LocalException.<init>(EclipseNullReferenceTestCases$Report116$X)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report116$X$LocalException.<init>(java.npe.EclipseNullReferen.dce8ae0326275677907abdec9db3cbda""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3110,""column_number"":-1,""description"":""exception java.npe.EclipseNullReferenceTestCases$Report116$X$LocalException"",""node_tags"":[{""tag"":""name"",""value"":""java.npe.EclipseNullReferenceTestCases$Report116$X$LocalException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3112,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3113,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","554263836","<qualifier_tags><bucket>B1</bucket><line>3113</line><assigned_line>3109</assigned_line><value>o</value></qualifier_tags>","82855305","91","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3155 could be null and is dereferenced at line 3158",HIGH,3158,"void EclipseNullReferenceTestCases$Report117$X.foo()","java.npe.EclipseNullReferenceTestCases$Report117$X.foo():void.83863dea991c186ab2252b3f90bf9406",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3152,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report117$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report117$X.foo():void.83863dea991c186ab2252b3f90bf9406""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3153,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3155,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3156,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3162,""column_number"":-1,""description"":""start of procedure throwException()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report117$X.throwException()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report117$X.throwException():void.647035dd7be1c3041f41abe5b6f69eb5""}]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3163,""column_number"":-1,""description"":""exception java.lang.Exception"",""node_tags"":[{""tag"":""name"",""value"":""java.lang.Exception""},{""tag"":""kind"",""value"":""exception""}]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3163,""column_number"":-1,""description"":""return from a call to void EclipseNullReferenceTestCases$Report117$X.throwException()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report117$X.throwException()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report117$X.throwException():void.647035dd7be1c3041f41abe5b6f69eb5""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3157,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3158,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","554263836","<qualifier_tags><bucket>B1</bucket><line>3158</line><assigned_line>3155</assigned_line><value>o</value></qualifier_tags>","908199897","92","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3175 could be null and is dereferenced at line 3178",HIGH,3178,"void EclipseNullReferenceTestCases$Report118$X.foo()","java.npe.EclipseNullReferenceTestCases$Report118$X.foo():void.4664de8b9566140c5630997b5cb24b74",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3172,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report118$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report118$X.foo():void.4664de8b9566140c5630997b5cb24b74""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3173,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3175,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3176,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3182,""column_number"":-1,""description"":""start of procedure throwException()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report118$X.throwException()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report118$X.throwException():void.bbc8c7e135fa6284938685bcfbcfbc7b""}]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3183,""column_number"":-1,""description"":""exception java.lang.Exception"",""node_tags"":[{""tag"":""name"",""value"":""java.lang.Exception""},{""tag"":""kind"",""value"":""exception""}]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3183,""column_number"":-1,""description"":""return from a call to void EclipseNullReferenceTestCases$Report118$X.throwException()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report118$X.throwException()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report118$X.throwException():void.bbc8c7e135fa6284938685bcfbcfbc7b""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3177,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3178,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","554263836","<qualifier_tags><bucket>B1</bucket><line>3178</line><assigned_line>3175</assigned_line><value>o</value></qualifier_tags>","442207941","93","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3198 could be null and is dereferenced at line 3202",HIGH,3202,"void EclipseNullReferenceTestCases$Report119$X.foo()","java.npe.EclipseNullReferenceTestCases$Report119$X.foo():void.8392a449e47d3f52f773f91af8a34656",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3194,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report119$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report119$X.foo():void.8392a449e47d3f52f773f91af8a34656""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3195,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3197,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3198,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3199,""column_number"":-1,""description"":""exception java.lang.Exception"",""node_tags"":[{""tag"":""name"",""value"":""java.lang.Exception""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3201,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3202,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","554263836","<qualifier_tags><bucket>B1</bucket><line>3202</line><assigned_line>3198</assigned_line><value>o</value></qualifier_tags>","478929900","94","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3219 could be null and is dereferenced at line 3223",HIGH,3223,"void EclipseNullReferenceTestCases$Report120$X.foo()","java.npe.EclipseNullReferenceTestCases$Report120$X.foo():void.9e7912098de8e83da915fa665b1ed5ad",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3214,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report120$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report120$X.foo():void.9e7912098de8e83da915fa665b1ed5ad""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3215,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3217,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3218,""column_number"":-1,""description"":""Skipping print(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3219,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3220,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3227,""column_number"":-1,""description"":""start of procedure EclipseNullReferenceTestCases$Report120$X$LocalException(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report120$X$LocalException.<init>(EclipseNullReferenceTestCases$Report120$X)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report120$X$LocalException.<init>(java.npe.EclipseNullReferen.7da2ca37c1646e703030c8d93df52650""}]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3227,""column_number"":-1,""description"":""return from a call to EclipseNullReferenceTestCases$Report120$X$LocalException.<init>(EclipseNullReferenceTestCases$Report120$X)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report120$X$LocalException.<init>(EclipseNullReferenceTestCases$Report120$X)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report120$X$LocalException.<init>(java.npe.EclipseNullReferen.7da2ca37c1646e703030c8d93df52650""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3220,""column_number"":-1,""description"":""exception java.npe.EclipseNullReferenceTestCases$Report120$X$LocalException"",""node_tags"":[{""tag"":""name"",""value"":""java.npe.EclipseNullReferenceTestCases$Report120$X$LocalException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3222,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3223,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","554263836","<qualifier_tags><bucket>B1</bucket><line>3223</line><assigned_line>3219</assigned_line><value>o</value></qualifier_tags>","827990859","95","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3243 could be null and is dereferenced at line 3247",HIGH,3247,"void EclipseNullReferenceTestCases$Report121$X.foo()","java.npe.EclipseNullReferenceTestCases$Report121$X.foo():void.384d6453c46d5328945bd5c1d3976293",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3239,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report121$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report121$X.foo():void.384d6453c46d5328945bd5c1d3976293""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3240,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3242,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3243,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3244,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3255,""column_number"":-1,""description"":""start of procedure EclipseNullReferenceTestCases$Report121$X$SubException(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report121$X$SubException.<init>(EclipseNullReferenceTestCases$Report121$X)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report121$X$SubException.<init>(java.npe.EclipseNullReference.92d12e16d1feb152aada5c4090e79edd""}]},{""level"":2,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3251,""column_number"":-1,""description"":""start of procedure EclipseNullReferenceTestCases$Report121$X$LocalException(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report121$X$LocalException.<init>(EclipseNullReferenceTestCases$Report121$X)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report121$X$LocalException.<init>(java.npe.EclipseNullReferen.92776d875a9de50a5cc9a41df4b5a2db""}]},{""level"":2,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3251,""column_number"":-1,""description"":""return from a call to EclipseNullReferenceTestCases$Report121$X$LocalException.<init>(EclipseNullReferenceTestCases$Report121$X)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report121$X$LocalException.<init>(EclipseNullReferenceTestCases$Report121$X)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report121$X$LocalException.<init>(java.npe.EclipseNullReferen.92776d875a9de50a5cc9a41df4b5a2db""}]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3255,""column_number"":-1,""description"":""return from a call to EclipseNullReferenceTestCases$Report121$X$SubException.<init>(EclipseNullReferenceTestCases$Report121$X)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report121$X$SubException.<init>(EclipseNullReferenceTestCases$Report121$X)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report121$X$SubException.<init>(java.npe.EclipseNullReference.92d12e16d1feb152aada5c4090e79edd""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3244,""column_number"":-1,""description"":""exception java.npe.EclipseNullReferenceTestCases$Report121$X$SubException"",""node_tags"":[{""tag"":""name"",""value"":""java.npe.EclipseNullReferenceTestCases$Report121$X$SubException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3246,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3247,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","554263836","<qualifier_tags><bucket>B1</bucket><line>3247</line><assigned_line>3243</assigned_line><value>o</value></qualifier_tags>","301453677","96","false",""
PROVER,ERROR,RESOURCE_LEAK," resource of type `java.io.LineNumberReader` acquired to `o` by call to `new()` at line 3316 is not released after line 3321",HIGH,3321,"void EclipseNullReferenceTestCases$Report124$X.foo()","java.npe.EclipseNullReferenceTestCases$Report124$X.foo():void.39cc01cebb8a7123fb024a56d1cabf1e",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3313,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report124$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report124$X.foo():void.39cc01cebb8a7123fb024a56d1cabf1e""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3314,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3316,""column_number"":-1,""description"":""Skipping LineNumberReader(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3321,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","869130380","<qualifier_tags><line>3321</line><call_procedure>new()</call_procedure><call_line>3316</call_line><value>o</value></qualifier_tags>","540945762","97","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3357 could be null and is dereferenced at line 3359",HIGH,3359,"void EclipseNullReferenceTestCases$Report126$X.foo()","java.npe.EclipseNullReferenceTestCases$Report126$X.foo():void.243d09f1ad44e28f74fec1e30bfdc291",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3356,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report126$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report126$X.foo():void.243d09f1ad44e28f74fec1e30bfdc291""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3357,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3359,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","309691928","<qualifier_tags><bucket>B1</bucket><line>3359</line><assigned_line>3357</assigned_line><value>o</value></qualifier_tags>","9873989","98","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 3447 could be null and is dereferenced at line 3449",HIGH,3449,"void EclipseNullReferenceTestCases$Report130$X.foo()","java.npe.EclipseNullReferenceTestCases$Report130$X.foo():void.f48a7eba6cb3c559955478c9e66f9d04",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3446,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report130$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report130$X.foo():void.f48a7eba6cb3c559955478c9e66f9d04""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3447,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":3449,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","405128907","<qualifier_tags><bucket>B1</bucket><line>3449</line><assigned_line>3447</assigned_line><value>o</value></qualifier_tags>","80467335","99","false",""
